"location","indicator","sex","residence","Unit","Date","Value"
"Mombasa","In school with Secondary education as percent of secondary school age population","Male","Urban","%","2006","79.35"
"Mombasa","In school with Secondary education as percent of secondary school age population","Female","Urban","%","2006","64.49"
"Mombasa","In school with Tertiary education as % of population","Male","Urban","%","2006","14.58"
"Mombasa","In school with Tertiary education as % of population","Female","Urban","%","2006","12.68"
"Mombasa","University students as % of population","Male","Urban","%","2006","8.7"
"Mombasa","University students as % of population","Female","Urban","%","2006","5.41"
"Mombasa","Youth Polytechnic students as percent of population","Male","Urban","%","2006","1.66"
"Mombasa","Youth Polytechnic students as percent of population","Female","Urban","%","2006","1.1"
"Mombasa","% of people with over 3 years Basic Literacy","Male","Urban","%","2006","0.16"
"Mombasa","% of people with over 3 years Basic Literacy","Female","Urban","%","2006","0.24"
"Mombasa","Students in Madrassa school as percent of school age children","Male","Urban","%","2006","0.54"
"Mombasa","Students in Madrassa school as percent of school age children","Female","Urban","%","2006","0.57"
"Mombasa","No. of people over 3 years in school with Pre-Primary education","Male","Urban","Number","2006","15945"
"Mombasa","No. of people over 3 years in school with Pre-Primary education","Female","Urban","Number","2006","15446"
"Mombasa","No. of people over 3 years in school with Primary education","Male","Urban","Number","2006","45782"
"Mombasa","No. of people over 3 years in school with Primary education","Female","Urban","Number","2006","45584"
"Mombasa","No. of people over 3 years in school with Secondary education","Male","Urban","Number","2006","14132"
"Mombasa","No. of people over 3 years in school with Secondary education","Female","Urban","Number","2006","12714"
"Mombasa","No. of people over 3 years in school with Tertiary education","Male","Urban","Number","2006","4067"
"Mombasa","No. of people over 3 years in school with Tertiary education","Female","Urban","Number","2006","4437"
"Mombasa","No. of people over 3 years in University","Male","Urban","Number","2006","2427"
"Mombasa","No. of people over 3 years in University","Female","Urban","Number","2006","1894"
"Mombasa","Youth Polytechnic","Male","Urban","Number","2006","464"
"Mombasa","Youth Polytechnic","Female","Urban","Number","2006","384"
"Mombasa","No. of people over 3 years with Basic Literacy","Male","Urban","Number","2006","137"
"Mombasa","No. of people over 3 years with Basic Literacy","Female","Urban","Number","2006","198"
"Mombasa","No. of people over 3 years in  Madrassa school","Male","Urban","Number","2006","384"
"Mombasa","No. of people over 3 years in  Madrassa school","Female","Urban","Number","2006","414"
"Mombasa","Population","Male","Urban","Persons","2006","83338"
"Mombasa","Population","Male","Total","Persons","2009","486391"
"Mombasa","Population","Female","Urban","Persons","2006","81071"
"Mombasa","Population","Female","Total","Persons","2009","452109"
"Mombasa","Population","Total","Total","Persons","2009","938500"
"Mombasa","Pre-primary school age children","Male","Urban","Number","2006","12282"
"Mombasa","Pre-primary school age children","Female","Urban","Number","2006","11970"
"Mombasa","Primary school age children","Male","Urban","Number","2006","40611"
"Mombasa","Primary school age children","Female","Urban","Number","2006","41085"
"Mombasa","Secondary School age children","Male","Urban","Number","2006","17810"
"Mombasa","Secondary School age children","Female","Urban","Number","2006","19716"
"Mombasa","School age children","Male","Urban","Number","2006","70703"
"Mombasa","School age children","Female","Urban","Number","2006","72771"
"Mombasa","Tertiary age population","Male","Urban","Number","2006","27900"
"Mombasa","Tertiary age population","Female","Urban","Number","2006","35003"
"Mombasa","Proportion of Children (3-5 years) attending School","Total","Total","Number","2006","45787.9"
"Mombasa","% Attending School","Total","Total","%","2006","34.388342772"
"Kilindini","In school with pre-primary as percent of pre-primary population","Male","Urban","%","2006","124.89"
"Kilindini","In school with pre-primary as percent of pre-primary population","Female","Urban","%","2006","122.61"
"Kilindini","In school with Primary education as % of primary school age population","Male","Urban","%","2006","113.47"
"Kilindini","In school with Primary education as % of primary school age population","Female","Urban","%","2006","111.31"
"Kilindini","In school with Secondary education as percent of secondary school age population","Male","Urban","%","2006","74.48"
"Kilindini","In school with Secondary education as percent of secondary school age population","Female","Urban","%","2006","57.33"
"Kilindini","In school with Tertiary education as % of population","Male","Urban","%","2006","11.62"
"Kilindini","In school with Tertiary education as % of population","Female","Urban","%","2006","8.45"
"Kilindini","University students as % of population","Male","Urban","%","2006","5.25"
"Kilindini","University students as % of population","Female","Urban","%","2006","2.49"
"Kilindini","Youth Polytechnic students as percent of population","Male","Urban","%","2006","1.62"
"Kilindini","Youth Polytechnic students as percent of population","Female","Urban","%","2006","1.05"
"Kilindini","% of people with over 3 years Basic Literacy","Male","Urban","%","2006","0.19"
"Kilindini","% of people with over 3 years Basic Literacy","Female","Urban","%","2006","0.22"
"Kilindini","Students in Madrassa school as percent of school age children","Male","Urban","%","2006","0.28"
"Kilindini","Students in Madrassa school as percent of school age children","Female","Urban","%","2006","0.23"
"Kilindini","No. of people over 3 years in school with Pre-Primary education","Male","Urban","Number","2006","12821"
"Kilindini","No. of people over 3 years in school with Pre-Primary education","Female","Urban","Number","2006","12609"
"Kilindini","No. of people over 3 years in school with Primary education","Male","Urban","Number","2006","35930"
"Kilindini","No. of people over 3 years in school with Primary education","Female","Urban","Number","2006","36040"
"Kilindini","No. of people over 3 years in school with Secondary education","Male","Urban","Number","2006","9159"
"Kilindini","No. of people over 3 years in school with Secondary education","Female","Urban","Number","2006","7938"
"Kilindini","No. of people over 3 years in school with Tertiary education","Male","Urban","Number","2006","2554"
"Kilindini","No. of people over 3 years in school with Tertiary education","Female","Urban","Number","2006","2354"
"Kilindini","No. of people over 3 years in University","Male","Urban","Number","2006","1153"
"Kilindini","No. of people over 3 years in University","Female","Urban","Number","2006","694"
"Kilindini","Youth Polytechnic","Male","Urban","Number","2006","356"
"Kilindini","Youth Polytechnic","Female","Urban","Number","2006","293"
"Kilindini","No. of people over 3 years with Basic Literacy","Male","Urban","Number","2006","117"
"Kilindini","No. of people over 3 years with Basic Literacy","Female","Urban","Number","2006","134"
"Kilindini","No. of people over 3 years in  Madrassa school","Male","Urban","Number","2006","151"
"Kilindini","No. of people over 3 years in  Madrassa school","Female","Urban","Number","2006","130"
"Kilindini","Population","Male","Urban","Persons","2006","62241"
"Kilindini","Population","Female","Urban","Persons","2006","60192"
"Kilindini","Pre-primary school age children","Male","Urban","Number","2006","10266"
"Kilindini","Pre-primary school age children","Female","Urban","Number","2006","10284"
"Kilindini","Primary school age children","Male","Urban","Number","2006","31665"
"Kilindini","Primary school age children","Female","Urban","Number","2006","32378"
"Kilindini","Secondary School age children","Male","Urban","Number","2006","12298"
"Kilindini","Secondary School age children","Female","Urban","Number","2006","13847"
"Kilindini","School age children","Male","Urban","Number","2006","54229"
"Kilindini","School age children","Female","Urban","Number","2006","56509"
"Kilindini","Tertiary age population","Male","Urban","Number","2006","21976"
"Kilindini","Tertiary age population","Female","Urban","Number","2006","27865"
"Taita Taveta","Primary School Enrollment","Total","Total","Number","1970","18218"
"Taita Taveta","Primary School Enrollment","Total","Total","Number","1971","19142"
"Taita Taveta","Primary School Enrollment","Total","Total","Number","1972","19551"
"Taita Taveta","Primary School Enrollment","Total","Total","Number","1973","22237"
"Taita Taveta","Primary School Enrollment","Total","Total","Number","1974","29426"
"Taita Taveta","Primary School Enrollment","Total","Total","Number","1975","30838"
"Taita Taveta","Primary School Enrollment","Total","Total","Number","1976","31188"
"Taita Taveta","Primary School Enrollment","Total","Total","Number","1977","31944"
"Taita Taveta","Primary School Enrollment","Total","Total","Number","1978","35241"
"Taita Taveta","Primary School Enrollment","Total","Total","Number","1979","39802"
"Taita Taveta","Primary School Enrollment","Total","Total","Number","1980","43349"
"Taita Taveta","Primary School Enrollment","Total","Total","Number","1981","43309"
"Taita Taveta","Primary School Enrollment","Total","Total","Number","1982","45534"
"Taita Taveta","Primary School Enrollment","Total","Total","Number","1983","47359"
"Taita Taveta","Primary School Enrollment","Total","Total","Number","1984","48274"
"Taita Taveta","Primary School Enrollment","Total","Total","Number","1985","52072"
"Taita Taveta","Primary School Enrollment","Total","Total","Number","1986","53643"
"Taita Taveta","Primary School Enrollment","Total","Total","Number","1987","54789"
"Taita Taveta","Primary School Enrollment","Total","Total","Number","1988","56574"
"Taita Taveta","Primary School Enrollment","Total","Total","Number","1989","57623"
"Taita Taveta","Primary School Enrollment","Total","Total","Number","1990","60119"
"Taita Taveta","Primary School Enrollment","Total","Total","Number","1991","60930"
"Taita Taveta","Primary School Enrollment","Total","Total","Number","1992","62017"
"Taita Taveta","Primary School Enrollment","Total","Total","Number","1993","61645"
"Taita Taveta","Primary School Enrollment","Total","Total","Number","1994","61892"
"Taita Taveta","Primary School Enrollment","Total","Total","Number","1995","59444"
"Taita Taveta","Primary School Enrollment","Total","Total","Number","1996","59444"
"Taita Taveta","Primary School Enrollment","Total","Total","Number","1997","61350"
"Taita Taveta","Primary School Enrollment","Total","Total","Number","1998","61033"
"Taita Taveta","Primary School Enrollment","Total","Total","Number","1999","62237"
"Taita Taveta","Primary School Enrollment","Total","Total","Number","2000","61438"
"Taita Taveta","Primary School Enrollment","Total","Total","Number","2001","59750"
"Taita Taveta","Primary School Enrollment","Total","Total","Number","2002","59969"
"Taita Taveta","Primary School Enrollment","Total","Total","Number","2003","63728"
"Taita Taveta","Primary School Enrollment","Total","Total","Number","2004","67922"
"Taita Taveta","Primary School Enrollment","Total","Total","Number","2005","69105"
"Taita Taveta","Primary School Enrollment","Total","Total","Number","2006","68156"
"Taita Taveta","Primary School Enrollment","Total","Total","Number","2007","74616"
"Taita Taveta","Primary School Enrollment","Total","Total","Number","2008","76514"
"Taita Taveta","Primary School Enrollment","Total","Total","Number","2009","62710"
"Taita Taveta","Primary School Enrollment","Total","Total","Number","2010","65267"
"Taita Taveta","Primary School Enrollment","Total","Total","Number","2011","66721"
"Taita Taveta","Primary School Enrollment","Total","Total","Number","2012","68092"
"Taita Taveta","Primary School Enrollment","Total","Total","Number","2013","68790"
"Taita Taveta","Primary School Enrollment","Total","Total","Number","2014","69440"
"Taita Taveta","Primary School Enrollment","Total","Total","Number","2015","69027"
"Taita Taveta","Primary School Enrollment","Total","Total","Number","2016","68109"
"Taita Taveta","Secondary Schools Enrollment","Total","Total","Number","2007","10002"
"Taita Taveta","Secondary Schools Enrollment","Total","Total","Number","2008","11321"
"Taita Taveta","Secondary Schools Enrollment","Total","Total","Number","2009","13122"
"Taita Taveta","Secondary Schools Enrollment","Total","Total","Number","2010","14732"
"Taita Taveta","Secondary Schools Enrollment","Total","Total","Number","2011","15751"
"Taita Taveta","Secondary Schools Enrollment","Total","Total","Number","2012","17062"
"Taita Taveta","Secondary Schools Enrollment","Total","Total","Number","2013","18749"
"Taita Taveta","Secondary Schools Enrollment","Total","Total","Number","2014","20776"
"Taita Taveta","Secondary Schools Enrollment","Total","Total","Number","2015","21897"
"Taita Taveta","Secondary Schools Enrollment","Total","Total","Number","2016","22255"
"Taita Taveta","School Net Attendance Ratio, Primary","Male","Total","%","2006","83.071201166"
"Taita Taveta","School Net Attendance Ratio, Primary","Female","Total","%","2006","88.184960504"
"Taita Taveta","School Net Attendance Ratio, Primary","Total","Total","Number","2006","63725.7"
"Taita Taveta","School Net Attendance Ratio, Secondary","Male","Total","%","2006","8.5436084581"
"Taita Taveta","School Net Attendance Ratio, Secondary","Female","Total","%","2006","13.233206969"
"Taita Taveta","School Net Attendance Ratio, Secondary","Total","Total","Number","2006","39669.5"
"Taita Taveta","Gross Attendance Ratio, Primary","Male","Total","%","2006","129"
"Taita Taveta","Gross Attendance Ratio, Primary","Female","Total","%","2006","144"
"Taita Taveta","Gross Attendance Ratio, Primary","Total","Total","Number","2006","63725.7"
"Taita Taveta","Gross Attendance Ratio, Secondary","Male","Total","%","2006","26"
"Taita Taveta","Gross Attendance Ratio, Secondary","Female","Total","%","2006","23"
"Taita Taveta","Gross Attendance Ratio, Secondary","Total","Total","Number","2006","39669.5"
"Taita Taveta","Population","Male","Total","Persons","2009","145250"
"Taita Taveta","Population","Female","Total","Persons","2009","139266"
"Taita Taveta","Population","Total","Total","Persons","2009","284516"
"Taita Taveta","Proportion of Children (3-5 years) attending School","Total","Total","Number","2006","9380.3"
"Taita Taveta","% Attending School","Total","Total","%","2006","28.652601729"
"Taita","In school with pre-primary as percent of pre-primary population","Male","Urban","%","2006","109.69"
"Taita","In school with pre-primary as percent of pre-primary population","Male","Rural","%","2006","109.96"
"Taita","In school with pre-primary as percent of pre-primary population","Female","Urban","%","2006","114.22"
"Taita","In school with pre-primary as percent of pre-primary population","Female","Rural","%","2006","107.75"
"Taita","In school with Primary education as % of primary school age population","Male","Urban","%","2006","122.88"
"Taita","In school with Primary education as % of primary school age population","Male","Rural","%","2006","125.64"
"Taita","In school with Primary education as % of primary school age population","Female","Urban","%","2006","118.75"
"Taita","In school with Primary education as % of primary school age population","Female","Rural","%","2006","121.2"
"Taita","In school with Secondary education as percent of secondary school age population","Male","Urban","%","2006","67.6"
"Taita","In school with Secondary education as percent of secondary school age population","Male","Rural","%","2006","52.08"
"Taita","In school with Secondary education as percent of secondary school age population","Female","Urban","%","2006","59.47"
"Taita","In school with Secondary education as percent of secondary school age population","Female","Rural","%","2006","50.03"
"Taita","In school with Tertiary education as % of population","Male","Urban","%","2006","11.53"
"Taita","In school with Tertiary education as % of population","Male","Rural","%","2006","5.88"
"Taita","In school with Tertiary education as % of population","Female","Urban","%","2006","11.82"
"Taita","In school with Tertiary education as % of population","Female","Rural","%","2006","8.67"
"Taita","University students as % of population","Male","Urban","%","2006","5.57"
"Taita","University students as % of population","Male","Rural","%","2006","1.46"
"Taita","University students as % of population","Female","Urban","%","2006","2.83"
"Taita","University students as % of population","Female","Rural","%","2006","1.23"
"Taita","Youth Polytechnic students as percent of population","Male","Urban","%","2006","2.89"
"Taita","Youth Polytechnic students as percent of population","Male","Rural","%","2006","3.24"
"Taita","Youth Polytechnic students as percent of population","Female","Urban","%","2006","1.75"
"Taita","Youth Polytechnic students as percent of population","Female","Rural","%","2006","2.71"
"Taita","% of people with over 3 years Basic Literacy","Male","Urban","%","2006","0.22"
"Taita","% of people with over 3 years Basic Literacy","Male","Rural","%","2006","0.08"
"Taita","% of people with over 3 years Basic Literacy","Female","Urban","%","2006","0.32"
"Taita","% of people with over 3 years Basic Literacy","Female","Rural","%","2006","0.2"
"Taita","Students in Madrassa school as percent of school age children","Male","Urban","%","2006","0.09"
"Taita","Students in Madrassa school as percent of school age children","Male","Rural","%","2006","0.01"
"Taita","Students in Madrassa school as percent of school age children","Female","Urban","%","2006","0.02"
"Taita","Students in Madrassa school as percent of school age children","Female","Rural","%","2006","0.02"
"Taita","No. of people over 3 years in school with Pre-Primary education","Male","Urban","Number","2006","1245"
"Taita","No. of people over 3 years in school with Pre-Primary education","Male","Rural","Number","2006","4859"
"Taita","No. of people over 3 years in school with Pre-Primary education","Female","Urban","Number","2006","1221"
"Taita","No. of people over 3 years in school with Pre-Primary education","Female","Rural","Number","2006","4544"
"Taita","No. of people over 3 years in school with Primary education","Male","Urban","Number","2006","4441"
"Taita","No. of people over 3 years in school with Primary education","Male","Rural","Number","2006","21666"
"Taita","No. of people over 3 years in school with Primary education","Female","Urban","Number","2006","4459"
"Taita","No. of people over 3 years in school with Primary education","Female","Rural","Number","2006","20632"
"Taita","No. of people over 3 years in school with Secondary education","Male","Urban","Number","2006","1091"
"Taita","No. of people over 3 years in school with Secondary education","Male","Rural","Number","2006","4097"
"Taita","No. of people over 3 years in school with Secondary education","Female","Urban","Number","2006","1017"
"Taita","No. of people over 3 years in school with Secondary education","Female","Rural","Number","2006","3806"
"Taita","No. of people over 3 years in school with Tertiary education","Male","Urban","Number","2006","267"
"Taita","No. of people over 3 years in school with Tertiary education","Male","Rural","Number","2006","496"
"Taita","No. of people over 3 years in school with Tertiary education","Female","Urban","Number","2006","317"
"Taita","No. of people over 3 years in school with Tertiary education","Female","Rural","Number","2006","633"
"Taita","No. of people over 3 years in University","Male","Urban","Number","2006","129"
"Taita","No. of people over 3 years in University","Male","Rural","Number","2006","123"
"Taita","No. of people over 3 years in University","Female","Urban","Number","2006","76"
"Taita","No. of people over 3 years in University","Female","Rural","Number","2006","90"
"Taita","Youth Polytechnic","Male","Urban","Number","2006","67"
"Taita","Youth Polytechnic","Male","Rural","Number","2006","273"
"Taita","Youth Polytechnic","Female","Urban","Number","2006","47"
"Taita","Youth Polytechnic","Female","Rural","Number","2006","198"
"Taita","No. of people over 3 years with Basic Literacy","Male","Urban","Number","2006","16"
"Taita","No. of people over 3 years with Basic Literacy","Male","Rural","Number","2006","26"
"Taita","No. of people over 3 years with Basic Literacy","Female","Urban","Number","2006","23"
"Taita","No. of people over 3 years with Basic Literacy","Female","Rural","Number","2006","60"
"Taita","No. of people over 3 years in  Madrassa school","Male","Urban","Number","2006","6"
"Taita","No. of people over 3 years in  Madrassa school","Male","Rural","Number","2006","4"
"Taita","No. of people over 3 years in  Madrassa school","Female","Urban","Number","2006","1"
"Taita","No. of people over 3 years in  Madrassa school","Female","Rural","Number","2006","5"
"Taita","Population","Male","Urban","Persons","2006","7262"
"Taita","Population","Male","Rural","Persons","2006","31544"
"Taita","Population","Female","Urban","Persons","2006","7161"
"Taita","Population","Female","Rural","Persons","2006","29968"
"Taita","Pre-primary school age children","Male","Urban","Number","2006","1135"
"Taita","Pre-primary school age children","Male","Rural","Number","2006","4419"
"Taita","Pre-primary school age children","Female","Urban","Number","2006","1069"
"Taita","Pre-primary school age children","Female","Rural","Number","2006","4217"
"Taita","Primary school age children","Male","Urban","Number","2006","3614"
"Taita","Primary school age children","Male","Rural","Number","2006","17244"
"Taita","Primary school age children","Female","Urban","Number","2006","3755"
"Taita","Primary school age children","Female","Rural","Number","2006","17023"
"Taita","Secondary School age children","Male","Urban","Number","2006","1614"
"Taita","Secondary School age children","Male","Rural","Number","2006","7867"
"Taita","Secondary School age children","Female","Urban","Number","2006","1710"
"Taita","Secondary School age children","Female","Rural","Number","2006","7608"
"Taita","School age children","Male","Urban","Number","2006","6363"
"Taita","School age children","Male","Rural","Number","2006","29530"
"Taita","School age children","Female","Urban","Number","2006","6534"
"Taita","School age children","Female","Rural","Number","2006","28848"
"Taita","Tertiary age population","Male","Urban","Number","2006","2316"
"Taita","Tertiary age population","Male","Rural","Number","2006","8433"
"Taita","Tertiary age population","Female","Urban","Number","2006","2682"
"Taita","Tertiary age population","Female","Rural","Number","2006","7298"
"Taveta","In school with pre-primary as percent of pre-primary population","Male","Urban","%","2006","112.06"
"Taveta","In school with pre-primary as percent of pre-primary population","Male","Rural","%","2006","102.28"
"Taveta","In school with pre-primary as percent of pre-primary population","Female","Urban","%","2006","104.24"
"Taveta","In school with pre-primary as percent of pre-primary population","Female","Rural","%","2006","93.04"
"Taveta","In school with Primary education as % of primary school age population","Male","Urban","%","2006","120.89"
"Taveta","In school with Primary education as % of primary school age population","Male","Rural","%","2006","122.83"
"Taveta","In school with Primary education as % of primary school age population","Female","Urban","%","2006","121.75"
"Taveta","In school with Primary education as % of primary school age population","Female","Rural","%","2006","120.19"
"Taveta","In school with Secondary education as percent of secondary school age population","Male","Urban","%","2006","48.95"
"Taveta","In school with Secondary education as percent of secondary school age population","Male","Rural","%","2006","33.92"
"Taveta","In school with Secondary education as percent of secondary school age population","Female","Urban","%","2006","42.16"
"Taveta","In school with Secondary education as percent of secondary school age population","Female","Rural","%","2006","27.38"
"Taveta","In school with Tertiary education as % of population","Male","Urban","%","2006","3.81"
"Taveta","In school with Tertiary education as % of population","Male","Rural","%","2006","1.97"
"Taveta","In school with Tertiary education as % of population","Female","Urban","%","2006","3.89"
"Taveta","In school with Tertiary education as % of population","Female","Rural","%","2006","1.94"
"Taveta","University students as % of population","Male","Urban","%","2006","4.66"
"Taveta","University students as % of population","Male","Rural","%","2006","1.22"
"Taveta","University students as % of population","Female","Urban","%","2006","1.36"
"Taveta","University students as % of population","Female","Rural","%","2006","0.44"
"Taveta","Youth Polytechnic students as percent of population","Male","Urban","%","2006","0.74"
"Taveta","Youth Polytechnic students as percent of population","Male","Rural","%","2006","0.71"
"Taveta","Youth Polytechnic students as percent of population","Female","Urban","%","2006","0.54"
"Taveta","Youth Polytechnic students as percent of population","Female","Rural","%","2006","1.11"
"Taveta","% of people with over 3 years Basic Literacy","Male","Urban","%","2006","0.06"
"Taveta","% of people with over 3 years Basic Literacy","Male","Rural","%","2006","0.01"
"Taveta","% of people with over 3 years Basic Literacy","Female","Urban","%","2006","0.06"
"Taveta","% of people with over 3 years Basic Literacy","Female","Rural","%","2006","0.07"
"Taveta","Students in Madrassa school as percent of school age children","Male","Urban","%","2006","0.72"
"Taveta","Students in Madrassa school as percent of school age children","Male","Rural","%","2006","0.02"
"Taveta","Students in Madrassa school as percent of school age children","Female","Urban","%","2006","1.02"
"Taveta","No. of people over 3 years in school with Pre-Primary education","Male","Urban","Number","2006","604"
"Taveta","No. of people over 3 years in school with Pre-Primary education","Male","Rural","Number","2006","1523"
"Taveta","No. of people over 3 years in school with Pre-Primary education","Female","Urban","Number","2006","614"
"Taveta","No. of people over 3 years in school with Pre-Primary education","Female","Rural","Number","2006","1364"
"Taveta","No. of people over 3 years in school with Primary education","Male","Urban","Number","2006","2274"
"Taveta","No. of people over 3 years in school with Primary education","Male","Rural","Number","2006","6608"
"Taveta","No. of people over 3 years in school with Primary education","Female","Urban","Number","2006","2301"
"Taveta","No. of people over 3 years in school with Primary education","Female","Rural","Number","2006","6055"
"Taveta","No. of people over 3 years in school with Secondary education","Male","Urban","Number","2006","372"
"Taveta","No. of people over 3 years in school with Secondary education","Male","Rural","Number","2006","757"
"Taveta","No. of people over 3 years in school with Secondary education","Female","Urban","Number","2006","363"
"Taveta","No. of people over 3 years in school with Secondary education","Female","Rural","Number","2006","512"
"Taveta","No. of people over 3 years in school with Tertiary education","Male","Urban","Number","2006","36"
"Taveta","No. of people over 3 years in school with Tertiary education","Male","Rural","Number","2006","47"
"Taveta","No. of people over 3 years in school with Tertiary education","Female","Urban","Number","2006","43"
"Taveta","No. of people over 3 years in school with Tertiary education","Female","Rural","Number","2006","40"
"Taveta","No. of people over 3 years in University","Male","Urban","Number","2006","44"
"Taveta","No. of people over 3 years in University","Male","Rural","Number","2006","29"
"Taveta","No. of people over 3 years in University","Female","Urban","Number","2006","15"
"Taveta","No. of people over 3 years in University","Female","Rural","Number","2006","9"
"Taveta","Youth Polytechnic","Male","Urban","Number","2006","7"
"Taveta","Youth Polytechnic","Male","Rural","Number","2006","17"
"Taveta","Youth Polytechnic","Female","Urban","Number","2006","6"
"Taveta","Youth Polytechnic","Female","Rural","Number","2006","23"
"Taveta","No. of people over 3 years with Basic Literacy","Male","Urban","Number","2006","2"
"Taveta","No. of people over 3 years with Basic Literacy","Male","Rural","Number","2006","1"
"Taveta","No. of people over 3 years with Basic Literacy","Female","Urban","Number","2006","2"
"Taveta","No. of people over 3 years with Basic Literacy","Female","Rural","Number","2006","6"
"Taveta","No. of people over 3 years in  Madrassa school","Male","Urban","Number","2006","23"
"Taveta","No. of people over 3 years in  Madrassa school","Male","Rural","Number","2006","2"
"Taveta","No. of people over 3 years in  Madrassa school","Female","Urban","Number","2006","34"
"Taveta","Population","Male","Urban","Persons","2006","3362"
"Taveta","Population","Male","Rural","Persons","2006","8984"
"Taveta","Population","Female","Urban","Persons","2006","3378"
"Taveta","Population","Female","Rural","Persons","2006","8009"
"Taveta","Pre-primary school age children","Male","Urban","Number","2006","539"
"Taveta","Pre-primary school age children","Male","Rural","Number","2006","1489"
"Taveta","Pre-primary school age children","Female","Urban","Number","2006","589"
"Taveta","Pre-primary school age children","Female","Rural","Number","2006","1466"
"Taveta","Primary school age children","Male","Urban","Number","2006","1881"
"Taveta","Primary school age children","Male","Rural","Number","2006","5380"
"Taveta","Primary school age children","Female","Urban","Number","2006","1890"
"Taveta","Primary school age children","Female","Rural","Number","2006","5038"
"Taveta","Secondary School age children","Male","Urban","Number","2006","760"
"Taveta","Secondary School age children","Male","Rural","Number","2006","2232"
"Taveta","Secondary School age children","Female","Urban","Number","2006","861"
"Taveta","Secondary School age children","Female","Rural","Number","2006","1870"
"Taveta","School age children","Male","Urban","Number","2006","3180"
"Taveta","School age children","Male","Rural","Number","2006","9101"
"Taveta","School age children","Female","Urban","Number","2006","3340"
"Taveta","School age children","Female","Rural","Number","2006","8374"
"Taveta","Tertiary age population","Male","Urban","Number","2006","944"
"Taveta","Tertiary age population","Male","Rural","Number","2006","2381"
"Taveta","Tertiary age population","Female","Urban","Number","2006","1105"
"Taveta","Tertiary age population","Female","Rural","Number","2006","2065"
"Tana River","Primary School Enrollment","Total","Total","Number","1970","3890"
"Tana River","Primary School Enrollment","Total","Total","Number","1971","4895"
"Tana River","Primary School Enrollment","Total","Total","Number","1972","4923"
"Tana River","Primary School Enrollment","Total","Total","Number","1973","3801"
"Tana River","Primary School Enrollment","Total","Total","Number","1974","7250"
"Tana River","Primary School Enrollment","Total","Total","Number","1975","8604"
"Tana River","Primary School Enrollment","Total","Total","Number","1976","8452"
"Tana River","Primary School Enrollment","Total","Total","Number","1977","8057"
"Tana River","Primary School Enrollment","Total","Total","Number","1978","8155"
"Tana River","Primary School Enrollment","Total","Total","Number","1979","9712"
"Tana River","Primary School Enrollment","Total","Total","Number","1980","11245"
"Tana River","Primary School Enrollment","Total","Total","Number","1981","12490"
"Tana River","Primary School Enrollment","Total","Total","Number","1982","14447"
"Tana River","Primary School Enrollment","Total","Total","Number","1983","15726"
"Tana River","Primary School Enrollment","Total","Total","Number","1984","17341"
"Tana River","Primary School Enrollment","Total","Total","Number","1985","19048"
"Tana River","Primary School Enrollment","Total","Total","Number","1986","21705"
"Tana River","Primary School Enrollment","Total","Total","Number","1987","23876"
"Tana River","Primary School Enrollment","Total","Total","Number","1988","23963"
"Tana River","Primary School Enrollment","Total","Total","Number","1989","23450"
"Tana River","Primary School Enrollment","Total","Total","Number","1990","23045"
"Tana River","Primary School Enrollment","Total","Total","Number","1991","22010"
"Tana River","Primary School Enrollment","Total","Total","Number","1992","20464"
"Tana River","Primary School Enrollment","Total","Total","Number","1993","17947"
"Tana River","Primary School Enrollment","Total","Total","Number","1994","13366"
"Tana River","Primary School Enrollment","Total","Total","Number","1995","17285"
"Tana River","Primary School Enrollment","Total","Total","Number","1996","18718"
"Tana River","Primary School Enrollment","Total","Total","Number","1997","17952"
"Tana River","Primary School Enrollment","Total","Total","Number","1998","19256"
"Tana River","Primary School Enrollment","Total","Total","Number","1999","19677"
"Tana River","Primary School Enrollment","Total","Total","Number","2000","20677"
"Tana River","Primary School Enrollment","Total","Total","Number","2001","20879"
"Tana River","Primary School Enrollment","Total","Total","Number","2002","20542"
"Tana River","Primary School Enrollment","Total","Total","Number","2003","24158"
"Tana River","Primary School Enrollment","Total","Total","Number","2004","27.438"
"Tana River","Primary School Enrollment","Total","Total","Number","2005","35682"
"Tana River","Primary School Enrollment","Total","Total","Number","2006","37956"
"Tana River","Primary School Enrollment","Total","Total","Number","2007","40832"
"Tana River","Primary School Enrollment","Total","Total","Number","2008","41816"
"Tana River","Primary School Enrollment","Total","Total","Number","2009","44855"
"Tana River","Primary School Enrollment","Total","Total","Number","2010","46683"
"Tana River","Primary School Enrollment","Total","Total","Number","2011","47723"
"Tana River","Primary School Enrollment","Total","Total","Number","2012","48704"
"Tana River","Primary School Enrollment","Total","Total","Number","2013","49203"
"Tana River","Primary School Enrollment","Total","Total","Number","2014","49668"
"Tana River","Primary School Enrollment","Total","Total","Number","2015","51451"
"Tana River","Primary School Enrollment","Total","Total","Number","2016","54046"
"Tana River","Secondary Schools Enrollment","Total","Total","Number","2007","2911"
"Tana River","Secondary Schools Enrollment","Total","Total","Number","2008","3294"
"Tana River","Secondary Schools Enrollment","Total","Total","Number","2009","3652"
"Tana River","Secondary Schools Enrollment","Total","Total","Number","2010","4100"
"Tana River","Secondary Schools Enrollment","Total","Total","Number","2011","4383"
"Tana River","Secondary Schools Enrollment","Total","Total","Number","2012","4748"
"Tana River","Secondary Schools Enrollment","Total","Total","Number","2013","5218"
